customer_no,timestamp,customer_no,location,day,hour
friday1328,2019-09-06 19:42:00,friday1328,dairy,friday,19:00-20:00
friday1328,2019-09-06 19:43:00,friday1328,dairy,friday,19:00-20:00
friday1328,2019-09-06 19:44:00,friday1328,checkout,friday,19:00-20:00
friday1329,2019-09-06 19:40:00,friday1329,spices,friday,19:00-20:00
friday1329,2019-09-06 19:41:00,friday1329,spices,friday,19:00-20:00
friday1329,2019-09-06 19:42:00,friday1329,dairy,friday,19:00-20:00
friday1329,2019-09-06 19:43:00,friday1329,dairy,friday,19:00-20:00
friday1329,2019-09-06 19:44:00,friday1329,dairy,friday,19:00-20:00
friday1329,2019-09-06 19:45:00,friday1329,dairy,friday,19:00-20:00
friday1329,2019-09-06 19:46:00,friday1329,checkout,friday,19:00-20:00
friday133,2019-09-06 08:19:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:20:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:21:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:22:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:23:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:24:00,friday133,fruit,friday,08:00-09:00
friday133,2019-09-06 08:25:00,friday133,spices,friday,08:00-09:00
friday133,2019-09-06 08:26:00,friday133,checkout,friday,08:00-09:00
friday1330,2019-09-06 19:40:00,friday1330,fruit,friday,19:00-20:00
friday1330,2019-09-06 19:41:00,friday1330,fruit,friday,19:00-20:00
friday1330,2019-09-06 19:42:00,friday1330,fruit,friday,19:00-20:00
friday1330,2019-09-06 19:43:00,friday1330,dairy,friday,19:00-20:00
friday1330,2019-09-06 19:44:00,friday1330,checkout,friday,19:00-20:00
friday1331,2019-09-06 19:40:00,friday1331,fruit,friday,19:00-20:00
friday1331,2019-09-06 19:41:00,friday1331,fruit,friday,19:00-20:00
friday1331,2019-09-06 19:42:00,friday1331,dairy,friday,19:00-20:00
friday1331,2019-09-06 19:43:00,friday1331,dairy,friday,19:00-20:00
friday1331,2019-09-06 19:44:00,friday1331,dairy,friday,19:00-20:00
friday1331,2019-09-06 19:45:00,friday1331,checkout,friday,19:00-20:00
friday1332,2019-09-06 19:43:00,friday1332,dairy,friday,19:00-20:00
friday1332,2019-09-06 19:44:00,friday1332,dairy,friday,19:00-20:00
friday1332,2019-09-06 19:45:00,friday1332,dairy,friday,19:00-20:00
friday1332,2019-09-06 19:46:00,friday1332,checkout,friday,19:00-20:00
friday1333,2019-09-06 19:43:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:44:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:45:00,friday1333,dairy,friday,19:00-20:00
friday1333,2019-09-06 19:46:00,friday1333,dairy,friday,19:00-20:00
friday1333,2019-09-06 19:47:00,friday1333,dairy,friday,19:00-20:00
friday1333,2019-09-06 19:48:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:49:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:50:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:51:00,friday1333,spices,friday,19:00-20:00
friday1333,2019-09-06 19:52:00,friday1333,dairy,friday,19:00-20:00
friday1333,2019-09-06 19:53:00,friday1333,fruit,friday,19:00-20:00
friday1333,2019-09-06 19:54:00,friday1333,checkout,friday,19:00-20:00
friday1334,2019-09-06 19:43:00,friday1334,dairy,friday,19:00-20:00
friday1334,2019-09-06 19:44:00,friday1334,dairy,friday,19:00-20:00
friday1334,2019-09-06 19:45:00,friday1334,dairy,friday,19:00-20:00
friday1334,2019-09-06 19:46:00,friday1334,checkout,friday,19:00-20:00
friday1335,2019-09-06 19:43:00,friday1335,fruit,friday,19:00-20:00
friday1335,2019-09-06 19:44:00,friday1335,checkout,friday,19:00-20:00
friday1336,2019-09-06 19:43:00,friday1336,dairy,friday,19:00-20:00
friday1336,2019-09-06 19:44:00,friday1336,drinks,friday,19:00-20:00
friday1336,2019-09-06 19:45:00,friday1336,drinks,friday,19:00-20:00
friday1336,2019-09-06 19:46:00,friday1336,drinks,friday,19:00-20:00
friday1336,2019-09-06 19:47:00,friday1336,checkout,friday,19:00-20:00
friday1337,2019-09-06 19:45:00,friday1337,drinks,friday,19:00-20:00
friday1337,2019-09-06 19:46:00,friday1337,drinks,friday,19:00-20:00
friday1337,2019-09-06 19:47:00,friday1337,drinks,friday,19:00-20:00
friday1337,2019-09-06 19:48:00,friday1337,fruit,friday,19:00-20:00
friday1337,2019-09-06 19:49:00,friday1337,checkout,friday,19:00-20:00
friday1338,2019-09-06 19:47:00,friday1338,fruit,friday,19:00-20:00
friday1338,2019-09-06 19:48:00,friday1338,fruit,friday,19:00-20:00
friday1338,2019-09-06 19:49:00,friday1338,drinks,friday,19:00-20:00
friday1338,2019-09-06 19:50:00,friday1338,drinks,friday,19:00-20:00
friday1338,2019-09-06 19:51:00,friday1338,drinks,friday,19:00-20:00
friday1338,2019-09-06 19:52:00,friday1338,drinks,friday,19:00-20:00
friday1338,2019-09-06 19:53:00,friday1338,checkout,friday,19:00-20:00
friday1339,2019-09-06 19:47:00,friday1339,spices,friday,19:00-20:00
friday1339,2019-09-06 19:48:00,friday1339,fruit,friday,19:00-20:00
friday1339,2019-09-06 19:49:00,friday1339,drinks,friday,19:00-20:00
friday1339,2019-09-06 19:50:00,friday1339,drinks,friday,19:00-20:00
friday1339,2019-09-06 19:51:00,friday1339,drinks,friday,19:00-20:00
friday1339,2019-09-06 19:52:00,friday1339,drinks,friday,19:00-20:00
friday1339,2019-09-06 19:53:00,friday1339,fruit,friday,19:00-20:00
friday1339,2019-09-06 19:54:00,friday1339,drinks,friday,19:00-20:00
friday1339,2019-09-06 19:55:00,friday1339,checkout,friday,19:00-20:00
friday134,2019-09-06 08:19:00,friday134,dairy,friday,08:00-09:00
friday134,2019-09-06 08:20:00,friday134,dairy,friday,08:00-09:00
friday134,2019-09-06 08:21:00,friday134,dairy,friday,08:00-09:00
friday134,2019-09-06 08:22:00,friday134,checkout,friday,08:00-09:00
friday1340,2019-09-06 19:48:00,friday1340,fruit,friday,19:00-20:00
friday1340,2019-09-06 19:49:00,friday1340,fruit,friday,19:00-20:00
friday1340,2019-09-06 19:50:00,friday1340,fruit,friday,19:00-20:00
friday1340,2019-09-06 19:51:00,friday1340,dairy,friday,19:00-20:00
friday1340,2019-09-06 19:52:00,friday1340,checkout,friday,19:00-20:00
friday1341,2019-09-06 19:49:00,friday1341,spices,friday,19:00-20:00
friday1341,2019-09-06 19:50:00,friday1341,checkout,friday,19:00-20:00
friday1342,2019-09-06 19:49:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:50:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:51:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:52:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:53:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:54:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:55:00,friday1342,fruit,friday,19:00-20:00
friday1342,2019-09-06 19:56:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:57:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:58:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 19:59:00,friday1342,dairy,friday,19:00-20:00
friday1342,2019-09-06 20:00:00,friday1342,checkout,friday,20:00-21:00
friday1343,2019-09-06 19:49:00,friday1343,fruit,friday,19:00-20:00
friday1343,2019-09-06 19:50:00,friday1343,fruit,friday,19:00-20:00
friday1343,2019-09-06 19:51:00,friday1343,fruit,friday,19:00-20:00
friday1343,2019-09-06 19:52:00,friday1343,checkout,friday,19:00-20:00
friday1344,2019-09-06 19:51:00,friday1344,dairy,friday,19:00-20:00
friday1344,2019-09-06 19:52:00,friday1344,dairy,friday,19:00-20:00
friday1344,2019-09-06 19:53:00,friday1344,dairy,friday,19:00-20:00
friday1344,2019-09-06 19:54:00,friday1344,dairy,friday,19:00-20:00
friday1344,2019-09-06 19:55:00,friday1344,drinks,friday,19:00-20:00
friday1344,2019-09-06 19:56:00,friday1344,drinks,friday,19:00-20:00
friday1344,2019-09-06 19:57:00,friday1344,drinks,friday,19:00-20:00
friday1344,2019-09-06 19:58:00,friday1344,spices,friday,19:00-20:00
friday1344,2019-09-06 19:59:00,friday1344,spices,friday,19:00-20:00
friday1344,2019-09-06 20:00:00,friday1344,fruit,friday,20:00-21:00
friday1344,2019-09-06 20:01:00,friday1344,checkout,friday,20:00-21:00
friday1345,2019-09-06 19:51:00,friday1345,fruit,friday,19:00-20:00
friday1345,2019-09-06 19:52:00,friday1345,spices,friday,19:00-20:00
friday1345,2019-09-06 19:53:00,friday1345,checkout,friday,19:00-20:00
friday1346,2019-09-06 19:52:00,friday1346,dairy,friday,19:00-20:00
friday1346,2019-09-06 19:53:00,friday1346,spices,friday,19:00-20:00
friday1346,2019-09-06 19:54:00,friday1346,spices,friday,19:00-20:00
friday1346,2019-09-06 19:55:00,friday1346,drinks,friday,19:00-20:00
friday1346,2019-09-06 19:56:00,friday1346,drinks,friday,19:00-20:00
friday1346,2019-09-06 19:57:00,friday1346,drinks,friday,19:00-20:00
friday1346,2019-09-06 19:58:00,friday1346,drinks,friday,19:00-20:00
friday1346,2019-09-06 19:59:00,friday1346,fruit,friday,19:00-20:00
friday1346,2019-09-06 20:00:00,friday1346,fruit,friday,19:00-20:00
friday1346,2019-09-06 20:01:00,friday1346,dairy,friday,20:00-21:00
friday1346,2019-09-06 20:02:00,friday1346,dairy,friday,20:00-21:00
friday1346,2019-09-06 20:03:00,friday1346,dairy,friday,20:00-21:00
friday1346,2019-09-06 20:04:00,friday1346,spices,friday,20:00-21:00
friday1346,2019-09-06 20:05:00,friday1346,spices,friday,20:00-21:00
friday1346,2019-09-06 20:06:00,friday1346,dairy,friday,20:00-21:00
friday1346,2019-09-06 20:07:00,friday1346,dairy,friday,20:00-21:00
friday1346,2019-09-06 20:08:00,friday1346,checkout,friday,20:00-21:00
friday1347,2019-09-06 19:52:00,friday1347,spices,friday,19:00-20:00
friday1347,2019-09-06 19:53:00,friday1347,spices,friday,19:00-20:00
friday1347,2019-09-06 19:54:00,friday1347,spices,friday,19:00-20:00
friday1347,2019-09-06 19:55:00,friday1347,fruit,friday,19:00-20:00
friday1347,2019-09-06 19:56:00,friday1347,fruit,friday,19:00-20:00
friday1347,2019-09-06 19:57:00,friday1347,fruit,friday,19:00-20:00
friday1347,2019-09-06 19:58:00,friday1347,checkout,friday,19:00-20:00
friday1348,2019-09-06 19:52:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 19:53:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 19:54:00,friday1348,drinks,friday,19:00-20:00
friday1348,2019-09-06 19:55:00,friday1348,drinks,friday,19:00-20:00
friday1348,2019-09-06 19:56:00,friday1348,drinks,friday,19:00-20:00
friday1348,2019-09-06 19:57:00,friday1348,spices,friday,19:00-20:00
friday1348,2019-09-06 19:58:00,friday1348,spices,friday,19:00-20:00
friday1348,2019-09-06 19:59:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 20:00:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 20:01:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 20:02:00,friday1348,dairy,friday,19:00-20:00
friday1348,2019-09-06 20:03:00,friday1348,checkout,friday,20:00-21:00
friday1349,2019-09-06 19:53:00,friday1349,fruit,friday,19:00-20:00
friday1349,2019-09-06 19:54:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 19:55:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 19:56:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 19:57:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 19:58:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 19:59:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 20:00:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 20:01:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 20:02:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 20:03:00,friday1349,dairy,friday,19:00-20:00
friday1349,2019-09-06 20:04:00,friday1349,checkout,friday,20:00-21:00
friday135,2019-09-06 08:20:00,friday135,spices,friday,08:00-09:00
friday135,2019-09-06 08:21:00,friday135,spices,friday,08:00-09:00
friday135,2019-09-06 08:22:00,friday135,dairy,friday,08:00-09:00
friday135,2019-09-06 08:23:00,friday135,fruit,friday,08:00-09:00
friday135,2019-09-06 08:24:00,friday135,fruit,friday,08:00-09:00
friday135,2019-09-06 08:25:00,friday135,checkout,friday,08:00-09:00
friday1350,2019-09-06 19:53:00,friday1350,dairy,friday,19:00-20:00
friday1350,2019-09-06 19:54:00,friday1350,dairy,friday,19:00-20:00
friday1350,2019-09-06 19:55:00,friday1350,dairy,friday,19:00-20:00
friday1350,2019-09-06 19:56:00,friday1350,fruit,friday,19:00-20:00
friday1350,2019-09-06 19:57:00,friday1350,fruit,friday,19:00-20:00
friday1350,2019-09-06 19:58:00,friday1350,fruit,friday,19:00-20:00
friday1350,2019-09-06 19:59:00,friday1350,fruit,friday,19:00-20:00
friday1350,2019-09-06 20:00:00,friday1350,fruit,friday,19:00-20:00
friday1350,2019-09-06 20:01:00,friday1350,drinks,friday,20:00-21:00
friday1350,2019-09-06 20:02:00,friday1350,checkout,friday,20:00-21:00
friday1351,2019-09-06 19:53:00,friday1351,dairy,friday,19:00-20:00
friday1351,2019-09-06 19:54:00,friday1351,dairy,friday,19:00-20:00
friday1351,2019-09-06 19:55:00,friday1351,dairy,friday,19:00-20:00
friday1351,2019-09-06 19:56:00,friday1351,dairy,friday,19:00-20:00
friday1351,2019-09-06 19:57:00,friday1351,drinks,friday,19:00-20:00
friday1351,2019-09-06 19:58:00,friday1351,drinks,friday,19:00-20:00
friday1351,2019-09-06 19:59:00,friday1351,drinks,friday,19:00-20:00
friday1351,2019-09-06 20:00:00,friday1351,drinks,friday,19:00-20:00
friday1351,2019-09-06 20:01:00,friday1351,checkout,friday,20:00-21:00
friday1352,2019-09-06 19:53:00,friday1352,dairy,friday,19:00-20:00
friday1352,2019-09-06 19:54:00,friday1352,dairy,friday,19:00-20:00
friday1352,2019-09-06 19:55:00,friday1352,dairy,friday,19:00-20:00
friday1352,2019-09-06 19:56:00,friday1352,drinks,friday,19:00-20:00
friday1352,2019-09-06 19:57:00,friday1352,checkout,friday,19:00-20:00
friday1353,2019-09-06 19:53:00,friday1353,spices,friday,19:00-20:00
friday1353,2019-09-06 19:54:00,friday1353,drinks,friday,19:00-20:00
friday1353,2019-09-06 19:55:00,friday1353,drinks,friday,19:00-20:00
friday1353,2019-09-06 19:56:00,friday1353,drinks,friday,19:00-20:00
friday1353,2019-09-06 19:57:00,friday1353,drinks,friday,19:00-20:00
friday1353,2019-09-06 19:58:00,friday1353,checkout,friday,19:00-20:00
friday1354,2019-09-06 19:55:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 19:56:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 19:57:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 19:58:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 19:59:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 20:00:00,friday1354,dairy,friday,19:00-20:00
friday1354,2019-09-06 20:01:00,friday1354,fruit,friday,20:00-21:00
friday1354,2019-09-06 20:02:00,friday1354,drinks,friday,20:00-21:00
friday1354,2019-09-06 20:03:00,friday1354,drinks,friday,20:00-21:00
friday1354,2019-09-06 20:04:00,friday1354,drinks,friday,20:00-21:00
friday1354,2019-09-06 20:05:00,friday1354,fruit,friday,20:00-21:00
friday1354,2019-09-06 20:06:00,friday1354,fruit,friday,20:00-21:00
friday1354,2019-09-06 20:07:00,friday1354,fruit,friday,20:00-21:00
friday1354,2019-09-06 20:08:00,friday1354,fruit,friday,20:00-21:00
friday1354,2019-09-06 20:09:00,friday1354,checkout,friday,20:00-21:00
friday1355,2019-09-06 19:55:00,friday1355,drinks,friday,19:00-20:00
friday1355,2019-09-06 19:56:00,friday1355,checkout,friday,19:00-20:00
friday1356,2019-09-06 19:57:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 19:58:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 19:59:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 20:00:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 20:01:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 20:02:00,friday1356,dairy,friday,19:00-20:00
friday1356,2019-09-06 20:03:00,friday1356,checkout,friday,20:00-21:00
friday1357,2019-09-06 19:58:00,friday1357,drinks,friday,19:00-20:00
friday1357,2019-09-06 19:59:00,friday1357,drinks,friday,19:00-20:00
friday1357,2019-09-06 20:00:00,friday1357,drinks,friday,19:00-20:00
friday1357,2019-09-06 20:01:00,friday1357,checkout,friday,20:00-21:00
friday1358,2019-09-06 19:58:00,friday1358,spices,friday,19:00-20:00
friday1358,2019-09-06 19:59:00,friday1358,drinks,friday,19:00-20:00
friday1358,2019-09-06 20:00:00,friday1358,checkout,friday,20:00-21:00
friday1359,2019-09-06 19:58:00,friday1359,dairy,friday,19:00-20:00
friday1359,2019-09-06 19:59:00,friday1359,fruit,friday,19:00-20:00
friday1359,2019-09-06 20:00:00,friday1359,fruit,friday,19:00-20:00
friday1359,2019-09-06 20:01:00,friday1359,fruit,friday,19:00-20:00
friday1359,2019-09-06 20:02:00,friday1359,dairy,friday,20:00-21:00
friday1359,2019-09-06 20:03:00,friday1359,fruit,friday,20:00-21:00
friday1359,2019-09-06 20:04:00,friday1359,fruit,friday,20:00-21:00
friday1359,2019-09-06 20:05:00,friday1359,spices,friday,20:00-21:00
friday1359,2019-09-06 20:06:00,friday1359,checkout,friday,20:00-21:00
friday136,2019-09-06 08:20:00,friday136,dairy,friday,08:00-09:00
friday136,2019-09-06 08:21:00,friday136,checkout,friday,08:00-09:00
friday1360,2019-09-06 19:58:00,friday1360,dairy,friday,19:00-20:00
friday1360,2019-09-06 19:59:00,friday1360,dairy,friday,19:00-20:00
friday1360,2019-09-06 20:00:00,friday1360,dairy,friday,19:00-20:00
friday1360,2019-09-06 20:01:00,friday1360,fruit,friday,20:00-21:00
friday1360,2019-09-06 20:02:00,friday1360,fruit,friday,20:00-21:00
friday1360,2019-09-06 20:03:00,friday1360,fruit,friday,20:00-21:00
friday1360,2019-09-06 20:04:00,friday1360,checkout,friday,20:00-21:00
friday1361,2019-09-06 19:58:00,friday1361,spices,friday,19:00-20:00
friday1361,2019-09-06 19:59:00,friday1361,spices,friday,19:00-20:00
friday1361,2019-09-06 20:00:00,friday1361,spices,friday,19:00-20:00
friday1361,2019-09-06 20:01:00,friday1361,spices,friday,19:00-20:00
friday1361,2019-09-06 20:02:00,friday1361,checkout,friday,20:00-21:00
friday1362,2019-09-06 19:58:00,friday1362,drinks,friday,19:00-20:00
friday1362,2019-09-06 19:59:00,friday1362,spices,friday,19:00-20:00
friday1362,2019-09-06 20:00:00,friday1362,checkout,friday,20:00-21:00
friday1363,2019-09-06 19:59:00,friday1363,drinks,friday,19:00-20:00
friday1363,2019-09-06 20:00:00,friday1363,checkout,friday,20:00-21:00
friday1364,2019-09-06 19:59:00,friday1364,fruit,friday,19:00-20:00
friday1364,2019-09-06 20:00:00,friday1364,dairy,friday,20:00-21:00
friday1364,2019-09-06 20:01:00,friday1364,dairy,friday,20:00-21:00
friday1364,2019-09-06 20:02:00,friday1364,dairy,friday,20:00-21:00
friday1364,2019-09-06 20:03:00,friday1364,dairy,friday,20:00-21:00
friday1364,2019-09-06 20:04:00,friday1364,fruit,friday,20:00-21:00
friday1364,2019-09-06 20:05:00,friday1364,fruit,friday,20:00-21:00
friday1364,2019-09-06 20:06:00,friday1364,spices,friday,20:00-21:00
friday1364,2019-09-06 20:07:00,friday1364,spices,friday,20:00-21:00
friday1364,2019-09-06 20:08:00,friday1364,spices,friday,20:00-21:00
friday1364,2019-09-06 20:09:00,friday1364,spices,friday,20:00-21:00
friday1364,2019-09-06 20:10:00,friday1364,checkout,friday,20:00-21:00
friday1365,2019-09-06 19:59:00,friday1365,dairy,friday,19:00-20:00
friday1365,2019-09-06 20:00:00,friday1365,drinks,friday,20:00-21:00
friday1365,2019-09-06 20:01:00,friday1365,drinks,friday,20:00-21:00
friday1365,2019-09-06 20:02:00,friday1365,drinks,friday,20:00-21:00
friday1365,2019-09-06 20:03:00,friday1365,fruit,friday,20:00-21:00
friday1365,2019-09-06 20:04:00,friday1365,fruit,friday,20:00-21:00
friday1365,2019-09-06 20:05:00,friday1365,fruit,friday,20:00-21:00
friday1365,2019-09-06 20:06:00,friday1365,fruit,friday,20:00-21:00
friday1365,2019-09-06 20:07:00,friday1365,checkout,friday,20:00-21:00
friday1366,2019-09-06 19:59:00,friday1366,fruit,friday,19:00-20:00
friday1366,2019-09-06 20:00:00,friday1366,fruit,friday,19:00-20:00
friday1366,2019-09-06 20:01:00,friday1366,checkout,friday,20:00-21:00
friday1367,2019-09-06 20:00:00,friday1367,dairy,friday,20:00-21:00
friday1367,2019-09-06 20:01:00,friday1367,dairy,friday,20:00-21:00
friday1367,2019-09-06 20:02:00,friday1367,dairy,friday,20:00-21:00
friday1367,2019-09-06 20:03:00,friday1367,dairy,friday,20:00-21:00
friday1367,2019-09-06 20:04:00,friday1367,drinks,friday,20:00-21:00
friday1367,2019-09-06 20:05:00,friday1367,drinks,friday,20:00-21:00
friday1367,2019-09-06 20:06:00,friday1367,drinks,friday,20:00-21:00
friday1367,2019-09-06 20:07:00,friday1367,drinks,friday,20:00-21:00
friday1367,2019-09-06 20:08:00,friday1367,drinks,friday,20:00-21:00
friday1367,2019-09-06 20:09:00,friday1367,checkout,friday,20:00-21:00
friday1368,2019-09-06 20:01:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:02:00,friday1368,spices,friday,20:00-21:00
friday1368,2019-09-06 20:03:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:04:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:05:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:06:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:07:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:08:00,friday1368,spices,friday,20:00-21:00
friday1368,2019-09-06 20:09:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:10:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:11:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:12:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:13:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:14:00,friday1368,drinks,friday,20:00-21:00
friday1368,2019-09-06 20:15:00,friday1368,checkout,friday,20:00-21:00
friday1369,2019-09-06 20:01:00,friday1369,spices,friday,20:00-21:00
friday1369,2019-09-06 20:02:00,friday1369,spices,friday,20:00-21:00
friday1369,2019-09-06 20:03:00,friday1369,fruit,friday,20:00-21:00
friday1369,2019-09-06 20:04:00,friday1369,checkout,friday,20:00-21:00
friday137,2019-09-06 08:20:00,friday137,dairy,friday,08:00-09:00
friday137,2019-09-06 08:21:00,friday137,drinks,friday,08:00-09:00
friday137,2019-09-06 08:22:00,friday137,fruit,friday,08:00-09:00
friday137,2019-09-06 08:23:00,friday137,fruit,friday,08:00-09:00
friday137,2019-09-06 08:24:00,friday137,fruit,friday,08:00-09:00
friday137,2019-09-06 08:25:00,friday137,fruit,friday,08:00-09:00
friday137,2019-09-06 08:26:00,friday137,dairy,friday,08:00-09:00
friday137,2019-09-06 08:27:00,friday137,checkout,friday,08:00-09:00
friday1370,2019-09-06 20:02:00,friday1370,fruit,friday,20:00-21:00
friday1370,2019-09-06 20:03:00,friday1370,drinks,friday,20:00-21:00
friday1370,2019-09-06 20:04:00,friday1370,checkout,friday,20:00-21:00
friday1371,2019-09-06 20:02:00,friday1371,spices,friday,20:00-21:00
friday1371,2019-09-06 20:03:00,friday1371,checkout,friday,20:00-21:00
friday1372,2019-09-06 20:04:00,friday1372,spices,friday,20:00-21:00
friday1372,2019-09-06 20:05:00,friday1372,spices,friday,20:00-21:00
friday1372,2019-09-06 20:06:00,friday1372,dairy,friday,20:00-21:00
friday1372,2019-09-06 20:07:00,friday1372,fruit,friday,20:00-21:00
friday1372,2019-09-06 20:08:00,friday1372,fruit,friday,20:00-21:00
friday1372,2019-09-06 20:09:00,friday1372,fruit,friday,20:00-21:00
friday1372,2019-09-06 20:10:00,friday1372,spices,friday,20:00-21:00
friday1372,2019-09-06 20:11:00,friday1372,spices,friday,20:00-21:00
friday1372,2019-09-06 20:12:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:13:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:14:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:15:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:16:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:17:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:18:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:19:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:20:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:21:00,friday1372,spices,friday,20:00-21:00
friday1372,2019-09-06 20:22:00,friday1372,dairy,friday,20:00-21:00
friday1372,2019-09-06 20:23:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:24:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:25:00,friday1372,drinks,friday,20:00-21:00
friday1372,2019-09-06 20:26:00,friday1372,checkout,friday,20:00-21:00
friday1373,2019-09-06 20:05:00,friday1373,fruit,friday,20:00-21:00
friday1373,2019-09-06 20:06:00,friday1373,dairy,friday,20:00-21:00
friday1373,2019-09-06 20:07:00,friday1373,dairy,friday,20:00-21:00
friday1373,2019-09-06 20:08:00,friday1373,dairy,friday,20:00-21:00
friday1373,2019-09-06 20:09:00,friday1373,checkout,friday,20:00-21:00
friday1374,2019-09-06 20:05:00,friday1374,drinks,friday,20:00-21:00
friday1374,2019-09-06 20:06:00,friday1374,checkout,friday,20:00-21:00
friday1375,2019-09-06 20:05:00,friday1375,spices,friday,20:00-21:00
friday1375,2019-09-06 20:06:00,friday1375,fruit,friday,20:00-21:00
friday1375,2019-09-06 20:07:00,friday1375,fruit,friday,20:00-21:00
friday1375,2019-09-06 20:08:00,friday1375,fruit,friday,20:00-21:00
friday1375,2019-09-06 20:09:00,friday1375,fruit,friday,20:00-21:00
friday1375,2019-09-06 20:10:00,friday1375,drinks,friday,20:00-21:00
friday1375,2019-09-06 20:11:00,friday1375,drinks,friday,20:00-21:00
friday1375,2019-09-06 20:12:00,friday1375,drinks,friday,20:00-21:00
friday1375,2019-09-06 20:13:00,friday1375,checkout,friday,20:00-21:00
friday1376,2019-09-06 20:05:00,friday1376,spices,friday,20:00-21:00
friday1376,2019-09-06 20:06:00,friday1376,spices,friday,20:00-21:00
friday1376,2019-09-06 20:07:00,friday1376,spices,friday,20:00-21:00
friday1376,2019-09-06 20:08:00,friday1376,spices,friday,20:00-21:00
